Entry Point: 0x7FF77D160000
GObjects: 0x7FF77F58D738
GNames: 0x7FF77F58D6F0

Processing Package: Core

ScriptStruct: Rotator                                          - Instance: 0x1FB878E8D00
Class: CountdownObject_TA                                      - Instance: 0x1FCD34C7C00
Class: CrewDropGroup_TA                                        - Instance: 0x1FCD34C7800
Class: GFxData_CrewDropGroup_TA                                - Instance: 0x1FCD34C7400
Class: CrowdManager_TA                                         - Instance: 0x1FCD34C7000
Class: CrowdSoundManager_Knockout_TA                           - Instance: 0x1FCD34C6800
Class: CrowdSoundSettings_Knockout_TA                          - Instance: 0x1FCD34C6400
Class: CrowdSounds_Knockout_TA                                 - Instance: 0x1FCD34C6000
Class: CrowdSoundManager_TA                                    - Instance: 0x1FCD34C5C00
Class: CrowdSoundSettings_TA                                   - Instance: 0x1FCD34C5800
Class: CrowdSounds_TA                                          - Instance: 0x1FCD34C5400
Class: CrumbTrailMetrics_TA                                    - Instance: 0x1FCD34C5000
Class: CrumbTrailRedefinition_TA                               - Instance: 0x1FCD34C4C00
Class: CrumbTrailSave_TA                                       - Instance: 0x1FCD34C4800
Class: StatusTrigger_Named_TA                                  - Instance: 0x1FCD348BC00
Class: StatusTrigger_MenuButton_TA                             - Instance: 0x1FCD34C4400
Class: MenuTreeNodeCrumbTrail_TA                               - Instance: 0x1FCD348B800
Class: CustomMatchSettingsSave_TA                              - Instance: 0x1FCD348B400
Class: DebugHelpMenu_TA                                        - Instance: 0x1FCD348B000
Class: DebugInput_TA                                           - Instance: 0x1FCD348AC00
Class: DecalBlockingActor_TA                                   - Instance: 0x1FCD348A800
Class: DisplayNameResponse                                     - Instance: 0x1FCD348A400
Class: DynamicLogosConfig_TA                                   - Instance: 0x1FCD348A000
Class: DynamicMapEventsConfig_TA                               - Instance: 0x1FCD3489C00
Class: SeqEvent_DynamicMapEvents_TA                            - Instance: 0x1FCD3489800
Class: DynamicMeshActor_TA                                     - Instance: 0x1FCD3489400
Class: PlayerStart_TA                                          - Instance: 0x1FCD3489000
Class: DynamicPlayerStart_TA                                   - Instance: 0x1FCD3488800
Class: DynamicSpawnPoint_TA                                    - Instance: 0x1FCD346BC00
Class: GameEditor_Actor_TA                                     - Instance: 0x1FCD346B800
Class: DynamicSpawnPointMesh_TA                                - Instance: 0x1FCD346B400
Class: EndRoundComponent_TA                                    - Instance: 0x1FCD346B000
Class: OvertimeComponent_TA                                    - Instance: 0x1FCD346AC00
Class: EndRoundComponent_HauntedBall_TA                        - Instance: 0x1FCD346A800
Class: EndRoundComponent_KnockOut_TA                           - Instance: 0x1FCD346A400
Class: EndRoundComponent_Rugby_TA                              - Instance: 0x1FCD346A000
Class: EndRoundComponent_TrainingEditor_TA                     - Instance: 0x1FCD3469C00
Class: EndRoundComponent_Tutorial_TA                           - Instance: 0x1FCD3469800
Class: EngagementEventNotification_TA                          - Instance: 0x1FCD3469400
Class: GFxData_EngagementEventNotification_TA                  - Instance: 0x1FCD3469000
Class: SystemSettingsManager_TA                                - Instance: 0x1FCD3468C00
Class: EnteredMainMenu_TA                                      - Instance: 0x1FCD3468800
Class: EnvironmentZone_TA                                      - Instance: 0x1FCD3468400
Class: EOSGameClipsConfig_TA                                   - Instance: 0x1FCD3427C00
Class: EOSGameClipsController_TA                               - Instance: 0x1FCD3427800
Class: EOSGameClipsManager_TA                                  - Instance: 0x1FCD3427400
Class: EOSGameClipsSettingsSave_TA                             - Instance: 0x1FCD3427000
Class: EOSShopPurchaseEvent_X                                  - Instance: 0x1FCD3426C00
Class: EOSMtxPurchaseEvent_X                                   - Instance: 0x1FCD3426800
Class: EOSOnlineStorageSync_TA                                 - Instance: 0x1FCD3426400
Class: OnlineStorageConfig_TA                                  - Instance: 0x1FCD3426000
Class: EOSOnlineStorageUploader_TA                             - Instance: 0x1FCD3425C00
Class: EOSPermissions_TA                                       - Instance: 0x1FCD3425800
Class: K3SUserPermissions_TA                                   - Instance: 0x1FCD3425400
Class: EOSUserPermissionsError_TA                              - Instance: 0x1FCD3425000
Class: EOSUserPermissions_TA                                   - Instance: 0x1FCD3424C00
Class: EOSVoiceConfig_TA                                       - Instance: 0x1FCD3424800
Class: EOSVoiceErrors_TA                                       - Instance: 0x1FCD3424400
Class: RPC_RequestPartyVoiceToken_TA                           - Instance: 0x1FCD33EFC00
Class: PartyMessage_CurrentVoiceRoom_TA                        - Instance: 0x1FCD33EF000
Class: EOSVoiceMetrics_TA                                      - Instance: 0x1FCD33EEC00
Class: RPC_RequestMatchVoiceTokens_TA                          - Instance: 0x1FCD33EE800
Class: EpicFriendsConverterConfig_TA                           - Instance: 0x1FCD33EE400
Class: UISavedValues_TA                                        - Instance: 0x1FCD33EE000
Class: EulaConfig_TA                                           - Instance: 0x1FCD33EDC00
Class: EulaSave_TA                                             - Instance: 0x1FCD33ED800
Class: EventsPageConfig_TA                                     - Instance: 0x1FCD33ED400
Class: ExclusiveInteraction_TA                                 - Instance: 0x1FCD33ED000
Class: ExhibitionMatchSettingsSave_TA                          - Instance: 0x1FCD33ECC00
Class: ExplosionPreviewer_TA                                   - Instance: 0x1FCD33EC800
Class: SeqEvent_PreviewGoalExplosion_TA                        - Instance: 0x1FCD33EC400
Class: PaintedFXSelector_TA                                    - Instance: 0x1FCD33A3C00
Class: FaceIt_TA                                               - Instance: 0x1FCD33A3800
Class: FaceItConfig_TA                                         - Instance: 0x1FCD33A3400
Class: PsyNetService_FaceItMatchCancelled_TA                   - Instance: 0x1FCD33A3000
Class: PsyNetService_FaceItMatchComplete_TA                    - Instance: 0x1FCD33A2C00
Class: FaceItMatchNotification_TA                              - Instance: 0x1FCD33A2800
Class: RPC_FaceItFindMatchForPlayer_TA                         - Instance: 0x1FCD33A2400
Class: FaceItFindServerTask_TA                                 - Instance: 0x1FCD33A2000
Class: RPC_FaceItPlayerFailedJoin_TA                           - Instance: 0x1FCD33A1800
Class: FaceItClientReservationMessage_X                        - Instance: 0x1FCD33A1400
Class: GFxData_FaceItMatchNotification_TA                      - Instance: 0x1FCD33A1000
Class: FloppyBits_TA                                           - Instance: 0x1FCD33A0C00
Class: FollowersChangedEvent_TA                                - Instance: 0x1FCD33A0800
Class: FreeplayCommandsConfig_TA                               - Instance: 0x1FCD33A0400
Class: FreeplayCommandsMetrics_TA                              - Instance: 0x1FCD337BC00
Class: FreeplayErrors_TA                                       - Instance: 0x1FCD337B800
Class: FreeplayCommandsStatics_TA                              - Instance: 0x1FCD337B400
Class: Goal_Hoops_TA                                           - Instance: 0x1FCD337B000
Class: FreeplayConfig_TA                                       - Instance: 0x1FCD337AC00
Class: FreeToPlayConfig_TA                                     - Instance: 0x1FCD337A800
Class: GFxData_FriendRequestNotification_TA                    - Instance: 0x1FCD337A400
Class: FunctionTemplates                                       - Instance: 0x1FCD337A000
Class: FXActor_Car_Knockout_TA                                 - Instance: 0x1FCD3379C00
Class: FXActor_TrainingEditor_TA                               - Instance: 0x1FCD3379000
Class: FXExplosionHandler_TA                                   - Instance: 0x1FCD3378C00
Class: FXTrait_PreviewParticle_TA                              - Instance: 0x1FCD3378800
Class: SeqEvent_StadiumTeamColorsChanged_TA                    - Instance: 0x1FCD3378400
Class: GameMetrics_TA                                          - Instance: 0x1FCD3307C00
Class: Team_Soccar_TA                                          - Instance: 0x1FCD3307800
Class: ProductAttribute_ProductLink_TA                         - Instance: 0x1FCD3307000
Class: ProductAttribute_Masterpiece_TA                         - Instance: 0x1FCD3306C00
Class: ProductAttribute_Level_TA                               - Instance: 0x1FCD3306800
Class: ProductAttribute_EquippableSlot_TA                      - Instance: 0x1FCD3306400
Class: ProductAttribute_Expiration_TA                          - Instance: 0x1FCD3306000
Class: ProductAttribute_Rental_TA                              - Instance: 0x1FCD3305C00
Class: ProductAttribute_Indestructible_TA                      - Instance: 0x1FCD3305800
Class: ProductAttribute_BlueprintCost_TA                       - Instance: 0x1FCD3305400
Class: ProductAttribute_NoNotify_TA                            - Instance: 0x1FCD3305000
Class: GameEditor_Pawn_TA                                      - Instance: 0x1FCD3304C00
Class: GameEditor_Trigger_TA                                   - Instance: 0x1FCD3304800
Class: GameEditor_Ring_TA                                      - Instance: 0x1FCD3304400
Class: GameEditor_Switch_TA                                    - Instance: 0x1FCD32D7C00
Class: GameState_TA                                            - Instance: 0x1FCD32D7800
Class: MatchRecorder_TA                                        - Instance: 0x1FCD32D7400
Class: ListenServer_TA                                         - Instance: 0x1FCD32D7000
Class: MatchAdminComponent_TA                                  - Instance: 0x1FCD32D6C00
Class: SpawnDelayConfig_TA                                     - Instance: 0x1FCD32D6800
Class: SeqEvent_GameEventStateChanged_TA                       - Instance: 0x1FCD32D6400
Class: MatchType_Private_TA                                    - Instance: 0x1FCD32D6000
Class: MatchType_FaceIt_TA                                     - Instance: 0x1FCD32D5C00
Class: MatchType_Lan_TA                                        - Instance: 0x1FCD32D5800
Class: RPC_ChatLog_TA                                          - Instance: 0x1FCD32D5400
